Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2550,Other,Not Specified,-,-,-,-,s,-,-,-,-
2550,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2550,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2550,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2550,Townhouse,Total,-,-,-,-,s,-,-,-,-
2550,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2550,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2550,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2550,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2550,Flat/Unit,Total,210,230,300,s,187,-8.00%,-16.36%,44.44%,-18.75%
2550,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2550,Flat/Unit,1 Bedroom,-,-,-,-,36,-,-,-,-
2550,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2550,Flat/Unit,2 Bedrooms,-,-,-,-,119,-,-,-,-
2550,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2550,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2551,Total,Total,330,350,453,s,289,2.19%,18.64%,-46.43%,-25.00%
2551,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2551,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2551,Total,Not Specified,-,-,-,-,-,-,-,-,-
2551,Total,2 Bedrooms,-,-,-,-,119,-,-,-,-
2551,Total,3 Bedrooms,-,-,-,-,103,-,-,-,-
2551,Total,4 or more Bedrooms,-,-,-,-,42,-,-,-,-
2551,House,Total,-,-,-,-,129,-,-,-,-
2551,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2551,House,Not Specified,-,-,-,-,-,-,-,-,-
2551,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2551,House,3 Bedrooms,-,-,-,-,69,-,-,-,-
2551,House,4 or more Bedrooms,-,-,-,-,39,-,-,-,-
2551,Other,Total,-,-,-,-,s,-,-,-,-
2551,Other,Not Specified,-,-,-,-,-,-,-,-,-
2551,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2551,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2551,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2551,Townhouse,Total,-,-,-,-,-,-,-,-,-
2551,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2551,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2551,Flat/Unit,Total,-,-,-,-,136,-,-,-,-
2551,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2551,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2551,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2551,Flat/Unit,2 Bedrooms,-,-,-,-,95,-,-,-,-
2551,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2551,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2555,Total,Total,-,-,-,-,s,-,-,-,-
2555,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2555,Total,2 Bedrooms,-,-,-,-,-,-,-,-,-
2555,Total,3 Bedrooms,-,-,-,-,-,-,-,-,-
2555,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2555,House,Total,-,-,-,-,s,-,-,-,-
2555,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2555,House,3 Bedrooms,-,-,-,-,-,-,-,-,-
2555,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2555,Townhouse,Total,-,-,-,-,-,-,-,-,-
2555,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2555,Flat/Unit,Total,-,-,-,-,-,-,-,-,-
2555,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2556,Total,Total,-,-,-,-,136,-,-,-,-
2556,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2556,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2556,Total,Not Specified,-,-,-,-,-,-,-,-,-
2556,Total,2 Bedrooms,-,-,-,-,s,-,-,-,-
2556,Total,3 Bedrooms,-,-,-,-,44,-,-,-,-
2556,Total,4 or more Bedrooms,-,-,-,-,64,-,-,-,-
2556,House,Total,-,-,-,-,113,-,-,-,-
2556,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2556,House,Not Specified,-,-,-,-,-,-,-,-,-
2556,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2556,House,3 Bedrooms,-,-,-,-,39,-,-,-,-
2556,House,4 or more Bedrooms,-,-,-,-,62,-,-,-,-
2556,Other,Total,-,-,-,-,s,-,-,-,-
2556,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2556,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2556,Other,Not Specified,-,-,-,-,-,-,-,-,-
2556,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2556,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2556,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2556,Townhouse,Total,-,-,-,-,-,-,-,-,-
2556,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2556,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2556,Flat/Unit,Total,-,-,-,-,-,-,-,-,-
2556,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2556,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2556,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-
2557,Total,Total,516,550,580,146,1368,3.77%,10.00%,8.96%,0.69%
2557,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2557,Total,1 Bedroom,-,-,-,-,37,-,-,-,-
2557,Total,Not Specified,-,-,-,-,81,-,-,-,-
2557,Total,2 Bedrooms,348,355,400,s,88,-11.25%,-4.05%,-20.00%,-20.00%
2557,Total,3 Bedrooms,490,500,520,s,212,-0.99%,2.04%,21.43%,-5.56%
2557,Total,4 or more Bedrooms,540,550,600,109,947,0.00%,5.77%,12.37%,9.00%
2557,House,Total,525,550,580,129,1185,1.85%,5.77%,11.21%,12.17%
2557,House,Bedsitter,-,-,-,-,-,-,-,-,-
2557,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2557,House,Not Specified,-,-,-,-,46,-,-,-,-
2557,House,2 Bedrooms,-,-,-,-,38,-,-,-,-
2557,House,3 Bedrooms,485,500,525,s,184,-1.96%,1.01%,25.00%,7.14%
2557,House,4 or more Bedrooms,540,550,600,105,902,0.00%,5.77%,11.70%,9.38%
2557,Other,Total,-,-,-,-,88,-,-,-,-
2557,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2557,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2557,Other,Not Specified,-,-,-,-,31,-,-,-,-
2557,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2557,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2557,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2557,Townhouse,Total,-,-,-,-,47,-,-,-,-
2557,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2557,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2557,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2557,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2557,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2557,Flat/Unit,Total,-,-,-,-,48,-,-,-,-
2557,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2557,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2557,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2557,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2557,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2558,Total,Total,400,430,470,41,650,4.24%,7.50%,-21.15%,-4.65%
2558,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2558,Total,Not Specified,-,-,-,-,45,-,-,-,-
2558,Total,2 Bedrooms,-,-,-,-,65,-,-,-,-
2558,Total,3 Bedrooms,400,425,453,s,391,-1.16%,6.25%,-15.15%,21.74%
2558,Total,4 or more Bedrooms,-,-,-,-,141,-,-,-,-
2558,House,Total,403,435,478,34,501,0.58%,3.57%,-10.53%,-5.56%
2558,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2558,House,Not Specified,-,-,-,-,s,-,-,-,-
2558,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2558,House,3 Bedrooms,400,430,463,s,325,0.00%,6.17%,-14.29%,20.00%
2558,House,4 or more Bedrooms,-,-,-,-,136,-,-,-,-
2558,Other,Total,-,-,-,-,66,-,-,-,-
2558,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2558,Other,Not Specified,-,-,-,-,s,-,-,-,-
2558,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2558,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2558,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2558,Townhouse,Total,-,-,-,-,61,-,-,-,-
2558,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2558,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2558,Townhouse,3 Bedrooms,-,-,-,-,42,-,-,-,-
2558,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2558,Flat/Unit,Total,-,-,-,-,s,-,-,-,-
2558,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2558,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2558,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2559,Total,Total,-,-,-,-,98,-,-,-,-
2559,Total,Not Specified,-,-,-,-,-,-,-,-,-
2559,Total,2 Bedrooms,-,-,-,-,34,-,-,-,-
2559,Total,3 Bedrooms,-,-,-,-,s,-,-,-,-
2559,Total,4 or more Bedrooms,-,-,-,-,47,-,-,-,-
2559,House,Total,-,-,-,-,60,-,-,-,-
2559,House,Not Specified,-,-,-,-,-,-,-,-,-
2559,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2559,House,3 Bedrooms,-,-,-,-,-,-,-,-,-
2559,House,4 or more Bedrooms,-,-,-,-,43,-,-,-,-
2559,Other,Total,-,-,-,-,-,-,-,-,-
2559,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2559,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2559,Townhouse,Total,-,-,-,-,s,-,-,-,-
2559,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2559,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2559,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2559,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2559,Flat/Unit,Total,-,-,-,-,-,-,-,-,-
2559,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-
2560,Total,Total,350,400,450,596,"7,676",2.56%,5.26%,-16.06%,-11.04%
2560,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2560,Total,1 Bedroom,265,300,343,43,321,2.56%,15.38%,19.44%,2.38%
2560,Total,Not Specified,-,-,-,-,798,-,-,-,-
2560,Total,2 Bedrooms,330,360,400,215,"2,099",0.00%,5.88%,-22.94%,-7.73%
2560,Total,3 Bedrooms,380,420,450,210,"2,972",5.00%,7.69%,-18.60%,-12.86%
2560,Total,4 or more Bedrooms,460,500,560,118,"1,457",-5.66%,2.04%,-4.84%,5.36%
2560,House,Total,370,420,480,338,4487,0.00%,5.00%,-14.21%,-2.31%
2560,House,Bedsitter,-,-,-,-,-,-,-,-,-
2560,House,1 Bedroom,-,-,-,-,41,-,-,-,-
2560,House,Not Specified,-,-,-,-,238,-,-,-,-
2560,House,2 Bedrooms,320,350,361,48,383,0.00%,6.06%,-17.24%,14.29%
2560,House,3 Bedrooms,380,410,450,177,2460,2.50%,5.13%,-16.90%,-8.76%
2560,House,4 or more Bedrooms,460,500,558,106,1361,-5.66%,2.04%,-7.02%,3.92%
2560,Other,Total,305,350,380,46,995,0.00%,-2.78%,-26.98%,-46.51%
2560,Other,Bedsitter,-,-,-,-,s,-,-,-,-
2560,Other,1 Bedroom,-,-,-,-,81,-,-,-,-
2560,Other,Not Specified,-,-,-,-,488,-,-,-,-
2560,Other,2 Bedrooms,335,350,378,s,223,0.00%,9.38%,-25.81%,-20.69%
2560,Other,3 Bedrooms,-,-,-,-,139,-,-,-,-
2560,Other,4 or more Bedrooms,-,-,-,-,49,-,-,-,-
2560,Townhouse,Total,350,370,458,42,552,5.71%,2.78%,-2.33%,-6.67%
2560,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2560,Townhouse,1 Bedroom,-,-,-,-,s,-,-,-,-
2560,Townhouse,Not Specified,-,-,-,-,s,-,-,-,-
2560,Townhouse,2 Bedrooms,350,350,360,s,268,9.38%,0.00%,-19.05%,-26.09%
2560,Townhouse,3 Bedrooms,360,385,440,s,203,-2.53%,4.76%,-31.25%,-38.89%
2560,Townhouse,4 or more Bedrooms,-,-,-,-,42,-,-,-,-
2560,Flat/Unit,Total,330,383,410,170,"1,642",0.66%,9.29%,-19.05%,-11.92%
2560,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2560,Flat/Unit,1 Bedroom,293,315,358,s,188,-1.56%,12.50%,36.84%,4.00%
2560,Flat/Unit,Not Specified,-,-,-,-,47,-,-,-,-
2560,Flat/Unit,2 Bedrooms,330,390,410,127,1225,2.63%,9.86%,-24.85%,-8.63%
2560,Flat/Unit,3 Bedrooms,445,480,493,s,170,4.35%,7.87%,-25.00%,-31.82%
2560,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2563,Total,Total,-,-,-,-,35,-,-,-,-
2563,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2563,Total,Not Specified,-,-,-,-,-,-,-,-,-
2563,Total,2 Bedrooms,-,-,-,-,-,-,-,-,-
2563,Total,3 Bedrooms,-,-,-,-,-,-,-,-,-
2563,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2563,House,Total,-,-,-,-,s,-,-,-,-
2563,House,Bedsitter,-,-,-,-,-,-,-,-,-
2563,House,Not Specified,-,-,-,-,-,-,-,-,-
2563,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2563,House,3 Bedrooms,-,-,-,-,-,-,-,-,-
2563,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2563,Other,Total,-,-,-,-,-,-,-,-,-
2563,Other,Not Specified,-,-,-,-,-,-,-,-,-
2563,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2563,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2564,Total,Total,350,380,420,77,998,0.00%,2.70%,-4.94%,-12.50%
2564,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2564,Total,1 Bedroom,-,-,-,-,31,-,-,-,-
2564,Total,Not Specified,-,-,-,-,41,-,-,-,-
2564,Total,2 Bedrooms,350,360,375,38,330,2.86%,6.67%,40.74%,26.67%
2564,Total,3 Bedrooms,390,415,430,s,474,3.75%,4.40%,-18.92%,-28.57%
2564,Total,4 or more Bedrooms,-,-,-,-,121,-,-,-,-
2564,House,Total,370,400,440,39,514,0.00%,0.00%,-11.36%,-22.00%
2564,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2564,House,Not Specified,-,-,-,-,s,-,-,-,-
2564,House,2 Bedrooms,340,350,365,s,62,0.00%,2.94%,57.14%,83.33%
2564,House,3 Bedrooms,400,425,450,s,330,2.41%,7.59%,-20.00%,-39.39%
2564,House,4 or more Bedrooms,-,-,-,-,101,-,-,-,-
2564,Other,Total,-,-,-,-,152,-,-,-,-
2564,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2564,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2564,Other,Not Specified,-,-,-,-,s,-,-,-,-
2564,Other,2 Bedrooms,-,-,-,-,73,-,-,-,-
2564,Other,3 Bedrooms,-,-,-,-,38,-,-,-,-
2564,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2564,Townhouse,Total,358,375,393,s,226,-1.32%,4.17%,17.65%,42.86%
2564,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2564,Townhouse,2 Bedrooms,353,370,379,s,119,5.71%,9.63%,180.00%,75.00%
2564,Townhouse,3 Bedrooms,-,-,-,-,93,-,-,-,-
2564,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2564,Flat/Unit,Total,350,360,375,s,106,5.88%,7.46%,18.18%,30.00%
2564,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2564,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2564,Flat/Unit,2 Bedrooms,-,-,-,-,76,-,-,-,-
2564,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2564,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2565,Total,Total,390,480,570,257,2427,4.35%,11.63%,0.78%,10.78%
2565,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2565,Total,1 Bedroom,299,300,335,s,101,3.45%,7.14%,-20.00%,-30.43%
2565,Total,Not Specified,-,-,-,-,109,-,-,-,-
2565,Total,2 Bedrooms,345,360,400,55,531,0.00%,2.86%,-3.51%,3.77%
2565,Total,3 Bedrooms,409,460,500,87,923,0.00%,6.98%,0.00%,6.10%
2565,Total,4 or more Bedrooms,550,580,610,95,760,1.75%,7.41%,6.74%,37.68%
2565,House,Total,450,530,590,183,1493,3.92%,12.77%,10.24%,33.58%
2565,House,Bedsitter,-,-,-,-,-,-,-,-,-
2565,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2565,House,Not Specified,-,-,-,-,55,-,-,-,-
2565,House,2 Bedrooms,340,395,450,s,110,9.72%,12.86%,0.00%,100.00%
2565,House,3 Bedrooms,401,460,500,66,624,-2.13%,4.55%,4.76%,10.00%
2565,House,4 or more Bedrooms,550,580,613,92,681,0.00%,7.41%,12.20%,58.62%
2565,Other,Total,340,360,370,s,246,7.46%,7.46%,-27.78%,-59.37%
2565,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2565,Other,Not Specified,-,-,-,-,43,-,-,-,-
2565,Other,2 Bedrooms,-,-,-,-,101,-,-,-,-
2565,Other,3 Bedrooms,-,-,-,-,53,-,-,-,-
2565,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2565,Townhouse,Total,375,430,490,32,489,10.26%,13.16%,-36.00%,-25.58%
2565,Townhouse,1 Bedroom,-,-,-,-,s,-,-,-,-
2565,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2565,Townhouse,2 Bedrooms,350,380,425,s,206,5.56%,8.57%,-21.05%,-16.67%
2565,Townhouse,3 Bedrooms,430,480,500,s,214,14.29%,23.08%,-38.10%,-13.33%
2565,Townhouse,4 or more Bedrooms,-,-,-,-,54,-,-,-,-
2565,Flat/Unit,Total,320,350,390,s,199,2.94%,-2.78%,38.10%,45.00%
2565,Flat/Unit,1 Bedroom,-,-,-,-,42,-,-,-,-
2565,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2565,Flat/Unit,2 Bedrooms,325,350,370,s,114,-6.67%,0.00%,50.00%,15.38%
2565,Flat/Unit,3 Bedrooms,-,-,-,-,32,-,-,-,-
2565,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2566,Total,Total,370,430,480,113,1759,7.50%,6.17%,-25.66%,-31.93%
2566,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2566,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2566,Total,Not Specified,-,-,-,-,119,-,-,-,-
2566,Total,2 Bedrooms,300,350,360,s,344,0.00%,6.06%,-50.98%,-35.90%
2566,Total,3 Bedrooms,400,430,450,51,846,3.61%,4.88%,-16.39%,-31.08%
2566,Total,4 or more Bedrooms,480,535,558,s,424,2.88%,7.00%,-18.92%,-28.57%
2566,House,Total,400,450,493,84,1236,4.65%,7.14%,-23.64%,-32.26%
2566,House,Bedsitter,-,-,-,-,-,-,-,-,-
2566,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2566,House,Not Specified,-,-,-,-,49,-,-,-,-
2566,House,2 Bedrooms,-,-,-,-,78,-,-,-,-
2566,House,3 Bedrooms,400,435,453,44,713,3.57%,6.10%,-22.81%,-36.23%
2566,House,4 or more Bedrooms,480,545,560,s,390,4.81%,9.00%,-20.00%,-28.21%
2566,Other,Total,335,360,385,s,213,2.86%,5.88%,-11.76%,15.38%
2566,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2566,Other,Not Specified,-,-,-,-,66,-,-,-,-
2566,Other,2 Bedrooms,-,-,-,-,75,-,-,-,-
2566,Other,3 Bedrooms,-,-,-,-,47,-,-,-,-
2566,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2566,Townhouse,Total,-,-,-,-,180,-,-,-,-
2566,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2566,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2566,Townhouse,2 Bedrooms,-,-,-,-,86,-,-,-,-
2566,Townhouse,3 Bedrooms,-,-,-,-,73,-,-,-,-
2566,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2566,Flat/Unit,Total,-,-,-,-,130,-,-,-,-
2566,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2566,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2566,Flat/Unit,2 Bedrooms,-,-,-,-,105,-,-,-,-
2566,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2566,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2567,Total,Total,430,490,560,183,"2,301",4.26%,6.52%,9.58%,-20.09%
2567,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2567,Total,1 Bedroom,290,310,360,s,74,-5.34%,2.48%,-8.33%,83.33%
2567,Total,Not Specified,-,-,-,-,127,-,-,-,-
2567,Total,2 Bedrooms,358,375,393,s,139,2.74%,4.17%,-14.29%,-7.69%
2567,Total,3 Bedrooms,433,460,480,70,893,2.22%,6.98%,4.48%,-22.22%
2567,Total,4 or more Bedrooms,530,570,625,85,"1,064",3.64%,8.57%,18.06%,-26.09%
2567,House,Total,455,520,580,147,"1,931",4.00%,9.47%,10.53%,-27.94%
2567,House,Bedsitter,-,-,-,-,-,-,-,-,-
2567,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2567,House,Not Specified,-,-,-,-,70,-,-,-,-
2567,House,2 Bedrooms,-,-,-,-,41,-,-,-,-
2567,House,3 Bedrooms,430,460,485,56,771,0.00%,6.98%,-1.75%,-30.86%
2567,House,4 or more Bedrooms,530,570,628,83,"1,031",3.64%,9.62%,16.90%,-26.55%
2567,Other,Total,-,-,-,-,150,-,-,-,-
2567,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2567,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2567,Other,Not Specified,-,-,-,-,48,-,-,-,-
2567,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2567,Other,3 Bedrooms,-,-,-,-,41,-,-,-,-
2567,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2567,Townhouse,Total,415,460,480,s,111,3.37%,17.95%,30.00%,62.50%
2567,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2567,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2567,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2567,Townhouse,3 Bedrooms,-,-,-,-,71,-,-,-,-
2567,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2567,Flat/Unit,Total,310,370,395,s,109,12.12%,5.71%,-11.76%,36.36%
2567,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2567,Flat/Unit,1 Bedroom,-,-,-,-,36,-,-,-,-
2567,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2567,Flat/Unit,2 Bedrooms,-,-,-,-,50,-,-,-,-
2567,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2567,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2568,Total,Total,-,-,-,-,s,-,-,-,-
2568,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2568,Total,Not Specified,-,-,-,-,-,-,-,-,-
2568,Total,2 Bedrooms,-,-,-,-,-,-,-,-,-
2568,Total,3 Bedrooms,-,-,-,-,s,-,-,-,-
2568,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2568,House,Total,-,-,-,-,s,-,-,-,-
2568,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2568,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2568,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2568,Other,Total,-,-,-,-,-,-,-,-,-
2568,Other,Not Specified,-,-,-,-,-,-,-,-,-
2568,Townhouse,Total,-,-,-,-,-,-,-,-,-
2568,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2568,Flat/Unit,Total,-,-,-,-,-,-,-,-,-
2568,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2568,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-
2568,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2569,Total,Total,-,-,-,-,32,-,-,-,-
2569,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2569,Total,Not Specified,-,-,-,-,-,-,-,-,-
2569,Total,2 Bedrooms,-,-,-,-,-,-,-,-,-
2569,Total,3 Bedrooms,-,-,-,-,s,-,-,-,-
2569,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2569,House,Total,-,-,-,-,s,-,-,-,-
2569,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2569,House,Not Specified,-,-,-,-,-,-,-,-,-
2569,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2569,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2569,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2569,Other,Total,-,-,-,-,-,-,-,-,-
2569,Other,Not Specified,-,-,-,-,-,-,-,-,-
2569,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2569,Townhouse,Total,-,-,-,-,-,-,-,-,-
2569,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2569,Flat/Unit,Total,-,-,-,-,-,-,-,-,-
2569,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2569,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-
2569,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2570,Total,Total,420,520,550,413,3874,4.00%,5.05%,0.73%,-3.05%
2570,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2570,Total,1 Bedroom,300,330,350,45,252,0.00%,3.13%,0.00%,15.38%
2570,Total,Not Specified,-,-,-,-,183,-,-,-,-
2570,Total,2 Bedrooms,350,378,420,54,406,2.03%,7.86%,-1.82%,3.85%
2570,Total,3 Bedrooms,440,480,508,79,763,2.13%,3.78%,6.76%,6.76%
